car_name,base_price,total_price,model_year,distance,inspection_remaining_month,repair,recycle,one_owner,record_book,new_car,no_smoke,registered,legally_imported,demo_car,rental_car,eco_car,legal_maintenance,camping,welfare,point,body_type,drive_type,color,right_handle,transmission,displacement,member,engine_type_gasoline,door_number,power_steering,abs,safety_support,auto_brake,adaptive_cruise,lane_keep,park_assist,accelerator_safe,obstacle_sensor,air_bag,air_bag_運転席,air_bag_助手席,air_bag_サイド,air_bag_カーテン,neck_rest,360_camera,camera,camera_フロント,camera_サイド,camera_バック,monitor,monitor_ブラインドスポット,monitor_リアトラフィック,esp,hill_descent,idle_stop,anti_theft,auto_high_beam,turbo,ac_cool,double_ac,navi,tv,vid_player,vid_player_DVD,vid_player_ブルーレイ,audio_player,audio_player_CD,audio_player_MD,audio_player_ミュージックサーバー,music_player_plugin,etc,air_sus,1500w,drive_rec,disp_audio,cold_region,keyless,smart_key,power_window,backseat_monitor,bench_seat,3rd_row,walk_through,power_seat,seat_ac,seat_heater,fullflat_seat,ottoman,leather_seat,halogen_headlight,headlight_type,front_fog,sunroof,roof_rail,full_aero,alumi_wheel,low_down,lift_up,slide_door,all_paint,Prefecture,City,guarantee_exists,guarantee_type,url
318i Mスポーツ エディション シャドー　認定保付液晶メ-タ黒革シ-トヒ-タ-クルコン （ブラックサファイヤ）,2380000,2608000,2018,28000,6.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,4.5,セダン,2WD,黒,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,0,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,兵庫県,神戸,1,1.0,https://www.carsensor.net/usedcar/detail/AU3403073652/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320i Mスポーツ　認定中古車 1オーナー HDDナビ 1年保証付 （アルピン・ホワイト）,1799000,2050000,2015,53000,24.0,0,リ済別,1,0,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,0,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,千葉県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU0651621717/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d スポーツ　後期モデル ベージュ革　ACC　HUD　前後PDC （メディテラニアンブルー）,2180000,2302000,2015,27000,16.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,青,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,0,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,0,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,大阪府,大阪市内,1,1.0,https://www.carsensor.net/usedcar/detail/AU2297271884/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d Mスポーツ　BMW1年保証　赤革　ACC　1オーナー　禁煙車 （サファイアブラック）,1680000,1930000,2014,52000,2.0,0,リ済込,1,1,0,1,0,1,0,0,0,1,0,0,4.5,セダン,2WD,黒,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,1,,1,1,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,埼玉県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU1641497019/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
330e Mスポーツ エディション ジョイプラス　1オナ コンフォートP 19AW　衝突軽減B SOS （アルピンホワイト）,4199000,4340000,2021,10000,7.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,5.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,2,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,,1,1,1,,1,1,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,1,0,0,1,1,0,0,0,0,千葉県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU2824236757/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320i Mスポーツ　ワンオナ禁煙ACCコンフォート （ホワイト）,3980000,4180000,2022,24000,19.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,1,1,0,,0,0,,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,岐阜県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU1347704678/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320i Mスポーツ　LEDヘッド純正ナビBカメ19AW禁煙ワンオナ （ブラックサファイア）,2480000,0,2018,30000,0.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,黒Ｍ,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,0,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,愛知県,尾張,1,1.0,https://www.carsensor.net/usedcar/detail/AU2422029588/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ エディション シャドー　認定中古車 1オーナー 黒本革 1年保証付 （アルピン・ホワイト）,2899000,3200000,2018,27000,24.0,0,リ済別,1,0,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,0,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,0,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,千葉県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3305126129/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d xドライブ ディーゼルターボ 4WD　コンフォートパッケージ 全周囲カメラ （ホワイト）,2998000,3298000,2020,47000,20.0,0,リ済別,0,0,0,1,0,1,0,0,0,0,0,0,4.5,セダン,4WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,1,,0,0,0,,1,0,1,0,1,1,1,1,1,1,1,0,,1,0,,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,愛知県,三河,1,0.0,https://www.carsensor.net/usedcar/detail/AU3119996807/index.html?TRCD=200002&RESTID=CS210610
M340i xドライブ 4WD　ワンオーナー黒革シートヒーター19AW （ポルティマオブルー）,5750000,6088000,2019,24000,1.0,0,リ済別,1,0,0,0,0,1,0,0,0,1,0,0,4.5,セダン,4WD,青,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,1,,1,1,1,,0,1,1,0,1,1,1,1,1,0,1,1,,0,0,,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,0,0,0,0,1,0,0,0,0,兵庫県,神戸,1,1.0,https://www.carsensor.net/usedcar/detail/AU2841204011/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
330e Mスポーツ　/ヘッドアップD/Mブレーキ/電動トランク （ポルティマオブルー）,5550000,5671000,2022,5000,28.0,0,リ済別,0,1,0,1,0,1,1,0,1,1,0,0,5.0,セダン,2WD,青Ｍ,1.0,フロアMTモード付8AT,2000,5,2,4,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,0,,0,0,1,,1,1,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,1,0,0,1,1,0,0,0,0,大阪府,大阪南部,1,1.0,https://www.carsensor.net/usedcar/detail/AU3411647824/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320i Mスポーツ　赤革 シ-トヒ-タ- 衝突軽減 HDDナビBカメラ （アルピンホワイト）,1290000,1452000,2014,53000,0.0,0,リ済別,0,0,0,0,0,1,0,0,0,0,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,0,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,ディスチャージド,1,0,0,1,1,0,0,0,0,神奈川県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU3113756729/index.html?TRCD=200002&RESTID=CS210610
328i スポーツ　ナビ　TV　バックカメラ　禁煙車 （ホワイト）,1098000,1245000,2012,51000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,0,1,0,0,0,0,,1,1,1,1,0,0,,0,0,1,,0,0,0,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,ディスチャージド,0,0,0,0,1,0,0,0,0,埼玉県,,1,0.0,https://www.carsensor.net/usedcar/detail/VU4743057771/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
M340i xドライブ 4WD　直列6気筒ブラックレザー全周囲カメラ （ブラックメタリック）,6480000,6676000,2021,15000,5.0,0,リ済別,1,1,0,0,0,1,0,0,0,1,0,0,5.0,セダン,4WD,黒Ｍ,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,0,1,1,1,1,1,1,,1,1,1,1,0,1,,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,,0,0,,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,1,1,0,0,0,0,大阪府,大阪北部,1,1.0,https://www.carsensor.net/usedcar/detail/AU3196432675/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320i Mスポーツ　後期LCIコンフォートPKG電動リアゲートACC （ブラックサファイア）,5220000,5457000,2022,3000,26.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,4.5,セダン,2WD,黒,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,1,0,,0,0,1,,1,0,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,LED、アダプティブ,0,0,0,1,1,0,0,0,0,兵庫県,兵庫東部,1,1.0,https://www.carsensor.net/usedcar/detail/AU3234529805/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
M340i xドライブ 4WD　individualホイール 茶レザー 全周囲カメラ （ブラックサファイア）,6380000,6634000,2021,16000,5.0,0,リ済別,0,1,0,0,0,1,0,0,0,1,0,0,4.5,セダン,4WD,黒,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,1,1,,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,,0,0,,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,LED、アダプティブ,1,0,0,1,1,0,0,0,0,大阪府,大阪北部,1,1.0,https://www.carsensor.net/usedcar/detail/AU3374619423/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
318i　純正ナビ　バックカメラ　ETC　禁煙車 （アルピン・ホワイトIII）,1397000,1591000,2016,16000,24.0,0,リ済別,0,0,0,1,0,1,0,0,0,1,0,0,5.0,セダン,2WD,白,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,1,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,0,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,大阪府,大阪南部,1,0.0,https://www.carsensor.net/usedcar/detail/AU3050787490/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320d ラグジュアリー　本革シート　クルコン　レーンキープ　ETC （ブラック）,1498000,1716000,2016,56000,24.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,3.5,セダン,2WD,黒,1.0,フロア8AT,2000,5,0,4,1,1,0,0,1,1,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,0,0,0,0,0,愛知県,名古屋・知多,1,0.0,https://www.carsensor.net/usedcar/detail/AU3345490732/index.html?TRCD=200002&RESTID=CS210610
318i Mスポーツ　禁煙車　18インチホイール　元社有車 （アルピンホワイト）,3980000,4196000,2021,17000,24.0,0,リ済別,1,0,0,1,0,1,0,1,0,1,0,0,5.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,,0,0,1,,1,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,アダプティブ,1,0,0,0,1,0,0,0,0,三重県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU2177798122/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
M340i xドライブ 4WD　ブラックレザー・全方位カメラ・19インチW （アルピンホワイト）,8380000,8760000,2022,5000,28.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,5.0,セダン,4WD,白,1.0,フロアMTモード付8AT,3000,5,1,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,0,0,0,1,1,0,0,0,0,東京都,多摩,1,1.0,https://www.carsensor.net/usedcar/detail/AU2833567150/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d ラグジュアリー　ACC 純正ナビ Bカメ 地デジ 黒革 温席 BLIS （ミネラルグレーメタリック）,1988000,2238000,2018,55000,0.0,0,リ済別,0,0,0,1,0,1,0,0,0,0,0,0,4.0,セダン,2WD,灰Ｍ,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,福岡県,福岡,1,0.0,https://www.carsensor.net/usedcar/detail/AU3165595845/index.html?TRCD=200002&RESTID=CS210610
320d xドライブ Mスポーツ エディション サンライズ ディーゼルターボ 4WD　限定200台　黒革　19AW　LED　ナビ　Bカメ （アルピンホワイト）,4179000,4499000,2020,6000,0.0,0,リ済別,1,0,0,1,0,1,0,0,0,0,0,0,5.0,セダン,4WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,千葉県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU1534940774/index.html?TRCD=200002&RESTID=CS210610
320d xドライブ Mスポーツ ディーゼルターボ 4WD　HUD/ACC/ブラインドスポット/レザーシート （ブラック・サファイア）,3488000,3688000,2019,19000,13.0,0,リ済別,0,1,0,1,0,1,0,0,0,0,0,0,4.5,セダン,4WD,黒,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,大阪府,大阪北部,1,0.0,https://www.carsensor.net/usedcar/detail/AU3363197775/index.html?TRCD=200002&RESTID=CS210610
320i スポーツ　ACC 革シート シートヒーター LED Bカメラ （メディテラニアン・ブルー）,1449000,1646000,2016,55000,24.0,0,リ済別,0,0,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,青,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,1,1,1,1,1,0,1,,1,1,1,1,0,0,,0,1,1,,0,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,千葉県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU3180490058/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i Mスポーツ　ワンオーナー　レダクル　パワーシート （アルピンホワイトIII）,1488000,1749000,2015,49000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,4.5,セダン,2WD,白,1.0,フロア8AT,2000,5,1,4,1,1,0,0,1,1,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,0,0,0,0,0,愛知県,名古屋・知多,1,0.0,https://www.carsensor.net/usedcar/detail/AU3273760247/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i スポーツ　後期型 純正ナビ Bカメラ セーフティ （ホワイト）,1098000,1186000,2015,62000,24.0,0,リ済別,0,1,0,1,0,1,0,0,0,1,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,0,1,1,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,京都府,,1,0.0,https://www.carsensor.net/usedcar/detail/AU3451501166/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
320i Mスポーツ　BMW1年保証　ACC　黒革　1オーナー　禁煙車 （アルピンホワイト）,2480000,2730000,2019,43000,5.0,0,リ済込,1,1,0,1,0,1,0,0,0,1,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,埼玉県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3080218531/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
330e iパフォーマンス Mスポーツ　100台限定車 ACC harman/kardon HUD 白革 （タンザナイトブルー）,2098000,2298000,2017,34000,11.0,0,リ済別,0,0,0,1,0,1,0,0,0,0,0,0,4.5,セダン,2WD,紺Ｍ,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,東京都,23区,1,0.0,https://www.carsensor.net/usedcar/detail/AU3291006869/index.html?TRCD=200002&RESTID=CS210610
318i Mスポーツ エディション シャドー　認定中古車 （アルピンホワイト）,2199000,2444000,2017,47000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,白,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,0,1,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,LED,1,0,0,1,1,0,0,0,0,茨城県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3034328291/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d ラグジュアリー　社外TVチューナー （シルバー）,2780000,3080000,2018,9000,24.0,0,リ済別,0,0,0,0,0,1,0,0,0,1,0,0,4.5,セダン,2WD,銀,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,Halogen,1,0,0,0,1,0,0,0,0,愛知県,三河,1,1.0,https://www.carsensor.net/usedcar/detail/AU2640045779/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d Mスポーツ エディション シャドー　ACC インテリジェントS 黒革 LED （アルピンホワイトIII）,2368000,2568000,2018,36000,2.0,0,リ済別,0,0,0,1,0,1,0,0,0,0,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,0,0,0,0,1,0,0,0,0,東京都,23区,1,0.0,https://www.carsensor.net/usedcar/detail/AU3207336070/index.html?TRCD=200002&RESTID=CS210610
318i Mスポーツ　BMW1年保証　LED　コンフォートA　禁煙車 （アルピンホワイト）,2080000,2330000,2017,28000,13.0,0,リ済込,1,1,0,1,0,1,0,0,0,1,0,0,4.0,セダン,2WD,白,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,埼玉県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU2187769124/index.html?TRCD=200002&RESTID=CS210610&LOAN=TSUJO
318i Mスポーツ エディション シャドー　ワンオナ 電動シート 19AW ブラックグリル （アルピンホワイト）,2480000,2660000,2017,18000,24.0,0,リ済別,1,1,0,1,0,1,0,0,0,1,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,1500,5,1,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,0,,1,0,,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,LED,1,0,0,0,1,0,0,0,0,兵庫県,兵庫西部,1,1.0,https://www.carsensor.net/usedcar/detail/AU2773839146/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d Mスポーツ　LCIモデル フルセグTV ACC ドラレコ(F/R) （アルピンホワイト(300)）,2088000,2288000,2016,35000,4.0,0,リ済別,0,0,0,1,0,1,0,0,0,0,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,0,1,1,0,1,1,,1,0,,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,LED,1,0,0,0,1,0,0,0,0,富山県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU2656011509/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　Dアシスト 衝突警告 フルセグTV Mエアロ （サファイアブラック）,1230000,1392000,2014,61000,0.0,0,リ済別,0,0,0,0,0,1,0,0,0,0,0,0,4.0,セダン,2WD,黒,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,0,0,0,1,,1,1,1,0,0,0,,0,0,1,,0,0,1,0,1,1,0,1,1,1,1,1,,1,0,,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,ディスチャージド,1,0,0,1,1,0,0,0,0,神奈川県,,1,0.0,https://www.carsensor.net/usedcar/detail/AU1521296281/index.html?TRCD=200002&RESTID=CS210610
320d xドライブ Mスポーツ ディーゼルターボ 4WD　コンフォートPKG/1オーナー/1年保証 （ミネラルグレー）,3498000,3692000,2020,38000,24.0,0,リ済別,1,0,0,1,0,1,0,0,0,1,0,0,4.5,セダン,4WD,灰,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,1,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,1,1,1,0,1,0,,0,0,,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,愛知県,名古屋・知多,1,0.0,https://www.carsensor.net/usedcar/detail/AU3452344086/index.html?TRCD=200002&RESTID=CS210610
320i Mスポーツ　1オーナーACC19インチAWコンフォートP LED （アルピンホワイト）,4780000,5037000,2022,10000,23.0,0,リ済別,1,1,0,0,0,1,0,0,0,1,0,0,4.5,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,1,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,1,0,1,0,1,1,1,1,1,1,1,0,,0,0,,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,1,0,0,0,1,0,0,0,0,大阪府,大阪市内,1,1.0,https://www.carsensor.net/usedcar/detail/AU2246759839/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
320d xドライブ Mスポーツ ディーゼルターボ 4WD　18AW コンフォートP ACC Rカメラ 衝突軽減 （アルピン・ホワイトIII）,6090000,6358000,2022,3000,28.0,0,リ済込,1,0,0,0,0,1,0,0,0,0,0,0,5.0,セダン,2WD,白,1.0,フロアMTモード付8AT,2000,5,0,4,1,1,0,1,1,1,1,0,1,,1,1,1,1,0,0,,0,0,1,,0,0,1,1,1,1,0,1,1,0,1,0,,0,0,,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,LED、アダプティブ,0,0,0,0,1,0,0,0,0,神奈川県,,1,1.0,https://www.carsensor.net/usedcar/detail/AU3054129020/index.html?TRCD=200002&RESTID=CS210610&LOAN=ZNK
